loan_amnt,term,int_rate,installment,annual_inc,verification_status,issue_d,addr_state,dti,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,revol_bal,revol_util,total_acc,delinq_amnt,pub_rec_bankruptcies,target,has_public_record,has_delinquency,pub_rec_bankruptcies_missing,revol_util_missing,emp_length_missing,credit_history_months,dti_bin,loan_to_income,installment_to_income,revol_bal_to_income,open_acc_ratio,fico_avg,grade_ordinal,emp_length_years,home_ownership_grouped,is_income_verified,purpose_grouped
12000.0,60,13.98,279.1,53004.0,Source Verified,2010-09-01,GA,14.72,2001-03-01,2.0,,,13.0,9192.0,0.578,31.0,0.0,0.0,0,0.0,0.0,0,0,0,114.0,moderate_10_20,0.22639800769753227,0.06318768394838126,0.17342087389630972,0.41935483870967744,702.0,3,3.0,MORTGAGE,1,debt_consolidation
6000.0,60,16.32,146.94,35000.0,Source Verified,2010-09-01,IL,12.45,2006-10-01,3.0,,,9.0,3221.0,0.319,11.0,0.0,0.0,0,0.0,0.0,0,0,0,47.0,moderate_10_20,0.17142857142857143,0.05037942857142857,0.09202857142857143,0.8181818181818182,687.0,4,1.0,RENT,1,car
6400.0,60,15.21,152.97,75000.0,Verified,2010-09-01,CA,20.08,1988-06-01,2.0,48.0,,12.0,13519.0,0.704,35.0,0.0,0.0,0,0.0,0.0,0,0,0,267.0,high_20_30,0.08533333333333333,0.0244752,0.18025333333333332,0.34285714285714286,687.0,4,10.0,MORTGAGE,1,debt_consolidation
20000.0,36,11.12,655.92,125000.0,Source Verified,2010-09-01,NM,14.66,1983-11-01,2.0,,,8.0,36414.0,0.622,21.0,0.0,0.0,0,0.0,0.0,0,0,0,322.0,moderate_10_20,0.16,0.06296832,0.291312,0.38095238095238093,722.0,2,2.0,MORTGAGE,1,credit_card
1400.0,36,11.49,46.16,41652.0,Not Verified,2010-09-01,CA,16.13,1994-10-01,0.0,44.0,,13.0,13491.0,0.78,31.0,0.0,0.0,1,0.0,0.0,0,0,0,191.0,moderate_10_20,0.033611831364640354,0.013298761163929702,0.3238980121002593,0.41935483870967744,692.0,2,5.0,RENT,0,debt_consolidation
12000.0,60,16.45,294.7,50400.0,Verified,2010-09-01,CA,2.21,1994-02-01,2.0,12.0,,3.0,2240.0,0.605,8.0,0.0,0.0,0,0.0,1.0,0,0,0,198.9,low_0_10,0.23809523809523808,0.07016666666666665,0.044444444444444446,0.375,692.0,5,10.0,MORTGAGE,1,home_improvement
6000.0,60,10.75,129.71,89058.0,Not Verified,2010-09-01,NY,19.36,1979-05-01,0.0,,,11.0,8992.0,0.212,23.0,0.0,0.0,0,0.0,0.0,0,0,0,376.0,moderate_10_20,0.06737182510274203,0.017477598868153338,0.10096790855397605,0.4782608695652174,737.0,2,10.0,MORTGAGE,0,credit_card
12300.0,60,10.75,265.91,28080.0,Not Verified,2010-09-01,CA,19.53,2001-06-01,0.0,,,6.0,8316.0,0.345,12.0,0.0,0.0,0,0.0,0.0,0,0,0,111.0,moderate_10_20,0.43803418803418803,0.11363675213675214,0.29615384615384616,0.5,762.0,2,3.0,RENT,0,debt_consolidation
15000.0,60,15.21,358.51,65000.0,Verified,2010-09-01,CA,14.65,1994-08-01,2.0,,105.0,11.0,9171.0,0.448,18.0,0.0,1.0,0,1.0,0.0,0,0,0,193.0,moderate_10_20,0.23076923076923078,0.06618646153846154,0.14109230769230768,0.6111111111111112,702.0,4,10.0,RENT,1,debt_consolidation
10000.0,36,13.23,338.05,51996.0,Source Verified,2010-09-01,CA,12.53,1999-11-01,2.0,,,8.0,9177.0,0.827,16.0,0.0,0.0,0,0.0,0.0,0,0,0,130.0,moderate_10_20,0.19232248634510346,0.07801753981075468,0.17649434571890146,0.5,697.0,3,1.0,RENT,1,debt_consolidation
25000.0,60,13.23,571.78,65000.0,Verified,2010-09-01,NY,18.22,1984-02-01,0.0,,,11.0,32954.0,0.447,21.0,0.0,0.0,0,0.0,0.0,0,0,0,319.0,moderate_10_20,0.38461538461538464,0.10555938461538461,0.5069846153846154,0.5238095238095238,742.0,3,9.0,RENT,1,debt_consolidation
19600.0,36,7.88,613.11,57500.0,Not Verified,2010-09-01,CT,18.3,1996-04-01,1.0,,,8.0,30339.0,0.424,33.0,0.0,0.0,0,0.0,0.0,0,0,0,173.0,moderate_10_20,0.3408695652173913,0.12795339130434782,0.5276347826086957,0.24242424242424243,767.0,1,7.0,MORTGAGE,0,home_improvement
14000.0,36,13.98,478.36,60000.0,Source Verified,2010-09-01,AL,18.14,1970-05-01,1.0,14.0,,8.0,10041.0,0.407,26.0,0.0,0.0,0,0.0,1.0,0,0,0,484.0,moderate_10_20,0.23333333333333334,0.095672,0.16735,0.3076923076923077,692.0,3,10.0,MORTGAGE,1,credit_card
25000.0,36,17.56,898.31,66504.0,Verified,2010-09-01,CA,12.88,1990-08-01,1.0,30.0,38.0,6.0,9978.0,0.95,15.0,0.0,0.0,0,1.0,0.0,0,0,0,241.0,moderate_10_20,0.3759172380608685,0.16209130277878023,0.15003608805485386,0.4,682.0,5,5.0,RENT,1,debt_consolidation
6000.0,36,16.45,212.28,50000.0,Source Verified,2010-09-01,NY,0.79,1992-08-01,1.0,2.0,,2.0,1575.0,0.19,18.0,0.0,0.0,1,0.0,1.0,0,0,0,217.0,low_0_10,0.12,0.050947200000000005,0.0315,0.1111111111111111,662.0,5,0.0,RENT,1,debt_consolidation
25000.0,60,11.49,549.69,90000.0,Verified,2010-09-01,OH,18.64,1991-10-01,0.0,,,14.0,25731.0,0.359,30.0,0.0,0.0,0,0.0,0.0,0,0,0,227.0,moderate_10_20,0.2777777777777778,0.07329200000000001,0.2859,0.4666666666666667,772.0,2,10.0,OWN,1,debt_consolidation
25000.0,60,13.23,571.78,125000.0,Source Verified,2010-10-01,LA,11.31,1991-05-01,1.0,41.0,,10.0,41257.0,0.409,40.0,0.0,0.0,1,0.0,0.0,0,0,0,233.0,moderate_10_20,0.2,0.054890879999999996,0.330056,0.25,737.0,3,7.0,MORTGAGE,1,credit_card
10000.0,36,7.14,309.42,33996.0,Not Verified,2010-09-01,CO,2.05,1996-12-01,0.0,,,6.0,3009.0,0.091,22.0,0.0,0.0,0,0.0,0.0,0,0,0,165.0,low_0_10,0.29415225320625954,0.109219908224497,0.0885104129897635,0.2727272727272727,807.0,1,4.0,MORTGAGE,0,major_purchase
6000.0,36,7.88,187.69,21600.0,Verified,2010-09-01,NV,10.56,2005-02-01,0.0,,,7.0,6771.0,0.657,14.0,0.0,0.0,0,0.0,0.0,0,0,0,67.0,moderate_10_20,0.2777777777777778,0.10427222222222221,0.3134722222222222,0.5,727.0,1,9.0,RENT,1,credit_card
4000.0,60,10.75,86.48,13212.0,Source Verified,2010-09-01,CA,6.27,1994-05-01,0.0,,,4.0,1058.0,0.203,8.0,0.0,0.0,0,0.0,0.0,0,0,1,196.0,low_0_10,0.3027550711474417,0.07854677565849227,0.08007871631849833,0.5,772.0,2,,RENT,1,car
5200.0,36,10.75,169.63,75000.0,Not Verified,2010-09-01,NY,10.2,2005-03-01,3.0,,,9.0,6946.0,0.493,11.0,0.0,0.0,0,0.0,0.0,0,0,0,66.0,moderate_10_20,0.06933333333333333,0.0271408,0.09261333333333334,0.8181818181818182,712.0,2,3.0,RENT,0,small_business
3000.0,36,11.12,98.39,180000.0,Verified,2010-09-01,GA,19.73,1990-07-01,0.0,43.0,,12.0,50434.0,0.841,34.0,0.0,0.0,0,0.0,0.0,0,0,0,242.0,moderate_10_20,0.016666666666666666,0.006559333333333334,0.2801888888888889,0.35294117647058826,697.0,2,2.0,RENT,1,other
4000.0,36,13.98,136.68,60000.0,Source Verified,2010-09-01,AZ,5.24,1992-08-01,0.0,80.0,,3.0,324.0,0.405,19.0,0.0,0.0,0,0.0,0.0,0,0,0,217.0,low_0_10,0.06666666666666667,0.027336000000000003,0.0054,0.15789473684210525,697.0,3,10.0,OWN,1,home_improvement
8000.0,60,10.38,171.48,67000.0,Not Verified,2010-09-01,VA,15.73,1992-01-01,1.0,,,7.0,13776.0,0.381,19.0,0.0,0.0,1,0.0,0.0,0,0,0,224.0,moderate_10_20,0.11940298507462686,0.03071283582089552,0.20561194029850746,0.3684210526315789,757.0,2,1.0,RENT,0,debt_consolidation
12000.0,60,11.86,266.09,37000.0,Source Verified,2010-09-01,MN,23.77,2001-10-01,0.0,,,15.0,7235.0,0.552,25.0,0.0,0.0,0,0.0,0.0,0,0,0,107.0,high_20_30,0.32432432432432434,0.08629945945945945,0.19554054054054054,0.6,717.0,2,4.0,MORTGAGE,1,debt_consolidation
5600.0,36,13.23,189.31,39000.0,Source Verified,2010-09-01,MD,22.0,2003-10-01,0.0,,,15.0,10815.0,0.663,34.0,0.0,0.0,1,0.0,0.0,0,0,0,83.0,high_20_30,0.14358974358974358,0.058249230769230775,0.2773076923076923,0.4411764705882353,682.0,3,0.0,RENT,1,educational
10000.0,36,7.88,312.82,45000.0,Not Verified,2010-09-01,AL,11.89,1994-01-01,0.0,,,8.0,11252.0,0.392,25.0,0.0,0.0,1,0.0,0.0,0,0,0,200.0,moderate_10_20,0.2222222222222222,0.08341866666666667,0.25004444444444446,0.32,737.0,1,10.0,OWN,0,home_improvement
24000.0,60,20.16,638.0,78000.0,Not Verified,2010-09-01,CA,1.82,2002-01-01,3.0,,,11.0,5435.0,0.295,18.0,0.0,0.0,1,0.0,0.0,0,0,0,104.0,low_0_10,0.3076923076923077,0.09815384615384615,0.06967948717948717,0.6111111111111112,667.0,7,9.0,MORTGAGE,0,home_improvement
9000.0,36,7.14,278.48,70000.0,Not Verified,2010-09-01,OR,5.57,1989-05-01,1.0,9.0,,7.0,5824.0,0.271,17.0,0.0,0.0,0,0.0,1.0,0,0,0,256.0,low_0_10,0.12857142857142856,0.04773942857142857,0.0832,0.4117647058823529,747.0,1,10.0,MORTGAGE,0,credit_card
15000.0,60,15.21,358.51,90000.0,Source Verified,2010-09-01,VA,23.07,1997-06-01,0.0,,,10.0,16827.0,0.642,39.0,0.0,0.0,0,0.0,0.0,0,0,0,159.0,high_20_30,0.16666666666666666,0.047801333333333335,0.18696666666666667,0.2564102564102564,702.0,4,3.0,MORTGAGE,1,debt_consolidation
6400.0,36,13.23,216.36,93500.0,Source Verified,2010-09-01,VA,13.3,1972-09-01,1.0,,,10.0,16379.0,0.826,12.0,0.0,0.0,0,0.0,0.0,0,0,0,455.9,moderate_10_20,0.06844919786096257,0.02776812834224599,0.1751764705882353,0.8333333333333334,692.0,3,2.0,RENT,1,debt_consolidation
8500.0,36,13.23,287.35,45000.0,Verified,2010-10-01,GA,7.23,1979-03-01,3.0,65.0,,8.0,5041.0,0.593,13.0,0.0,0.0,1,0.0,0.0,0,0,0,379.0,low_0_10,0.18888888888888888,0.07662666666666668,0.11202222222222222,0.6153846153846154,697.0,3,2.0,RENT,1,debt_consolidation
8000.0,36,13.61,271.91,72000.0,Verified,2010-09-01,FL,22.62,1989-08-01,0.0,14.0,,12.0,8500.0,0.341,24.0,0.0,0.0,0,0.0,1.0,0,0,0,253.0,high_20_30,0.1111111111111111,0.045318333333333335,0.11805555555555555,0.5,687.0,3,7.0,MORTGAGE,1,debt_consolidation
6000.0,60,11.49,131.93,42000.0,Not Verified,2010-09-01,NY,19.71,2000-12-01,1.0,58.0,,18.0,138.0,0.008,41.0,0.0,0.0,1,0.0,0.0,0,0,0,117.0,moderate_10_20,0.14285714285714285,0.037694285714285715,0.003285714285714286,0.43902439024390244,732.0,2,3.0,RENT,0,debt_consolidation
3600.0,36,7.14,111.39,62000.0,Not Verified,2010-09-01,OH,9.25,1980-07-01,2.0,,,21.0,16126.0,0.21,46.0,0.0,0.0,0,0.0,0.0,0,0,0,362.0,low_0_10,0.05806451612903226,0.021559354838709677,0.2600967741935484,0.45652173913043476,742.0,1,10.0,MORTGAGE,0,moving
5000.0,36,7.51,155.56,38250.0,Not Verified,2010-09-01,IL,7.12,1982-05-01,3.0,,,9.0,8992.0,0.589,14.0,0.0,0.0,0,0.0,0.0,0,0,0,340.0,low_0_10,0.13071895424836602,0.048803137254901964,0.23508496732026143,0.6428571428571429,747.0,1,1.0,RENT,0,debt_consolidation
2000.0,36,13.61,67.98,50004.0,Verified,2010-09-01,FL,12.0,1995-03-01,0.0,,,8.0,2388.0,0.955,10.0,0.0,0.0,1,0.0,0.0,0,0,0,186.0,moderate_10_20,0.03999680025597952,0.01631389488840893,0.04775617950563955,0.8,697.0,3,4.0,RENT,1,major_purchase
8000.0,36,7.14,247.53,50000.0,Source Verified,2010-09-01,CA,8.26,2003-08-01,0.0,,,7.0,6779.0,0.332,11.0,0.0,0.0,0,0.0,0.0,0,0,0,85.0,low_0_10,0.16,0.0594072,0.13558,0.6363636363636364,757.0,1,4.0,RENT,1,debt_consolidation
25000.0,60,20.16,664.58,108000.0,Verified,2010-09-01,OK,14.63,1998-12-01,2.0,,,11.0,24969.0,0.768,23.0,0.0,0.0,0,0.0,0.0,0,0,0,141.0,moderate_10_20,0.23148148148148148,0.07384222222222223,0.23119444444444445,0.4782608695652174,677.0,7,7.0,MORTGAGE,1,debt_consolidation
4800.0,60,13.98,111.64,80000.0,Source Verified,2010-09-01,NV,11.26,1997-06-01,2.0,60.0,89.0,5.0,6.0,0.002,22.0,0.0,1.0,1,1.0,0.0,0,0,0,159.0,moderate_10_20,0.06,0.016746,7.5e-05,0.22727272727272727,707.0,3,3.0,RENT,1,medical
10000.0,36,11.12,327.96,147500.0,Source Verified,2010-09-01,FL,9.92,1989-10-01,0.0,2.0,,22.0,41320.0,0.554,41.0,0.0,0.0,0,0.0,1.0,0,0,0,251.0,low_0_10,0.06779661016949153,0.026681491525423727,0.280135593220339,0.5365853658536586,732.0,2,10.0,MORTGAGE,1,debt_consolidation
4200.0,36,7.88,131.39,27000.0,Source Verified,2010-10-01,TX,1.42,1990-03-01,0.0,,,2.0,1527.0,0.065,5.0,0.0,0.0,0,0.0,0.0,0,0,1,247.0,low_0_10,0.15555555555555556,0.05839555555555555,0.05655555555555555,0.4,807.0,1,,OWN,1,major_purchase
9600.0,60,11.86,212.87,50400.0,Source Verified,2010-09-01,CA,3.36,1997-01-01,0.0,58.0,,10.0,2009.0,0.044,20.0,0.0,0.0,1,0.0,0.0,0,0,0,164.0,low_0_10,0.19047619047619047,0.05068333333333334,0.03986111111111111,0.5,717.0,2,10.0,MORTGAGE,1,home_improvement
5500.0,36,11.49,181.35,46800.0,Not Verified,2010-09-01,AZ,18.97,1985-04-01,1.0,,112.0,16.0,21441.0,0.703,35.0,0.0,1.0,0,1.0,0.0,0,0,0,305.0,moderate_10_20,0.11752136752136752,0.04649999999999999,0.45814102564102566,0.45714285714285713,697.0,2,10.0,MORTGAGE,0,debt_consolidation
7500.0,36,15.21,260.77,175000.0,Not Verified,2010-09-01,MA,14.74,1995-12-01,3.0,18.0,,8.0,38604.0,0.926,28.0,0.0,0.0,0,0.0,1.0,0,0,0,177.0,moderate_10_20,0.04285714285714286,0.01788137142857143,0.22059428571428571,0.2857142857142857,672.0,4,0.0,MORTGAGE,0,debt_consolidation
12000.0,60,16.82,297.08,54000.0,Not Verified,2010-09-01,NY,13.4,2005-05-01,2.0,,,8.0,22945.0,0.889,10.0,0.0,0.0,1,0.0,0.0,0,0,0,64.0,moderate_10_20,0.2222222222222222,0.06601777777777777,0.4249074074074074,0.8,677.0,5,1.0,RENT,0,debt_consolidation
3000.0,36,13.61,101.97,24000.0,Not Verified,2010-09-01,TX,5.95,2007-07-01,0.0,,,4.0,4573.0,0.561,4.0,0.0,0.0,0,0.0,0.0,0,0,0,38.0,low_0_10,0.125,0.050984999999999996,0.19054166666666666,1.0,707.0,3,2.0,OWN,0,other
15000.0,36,11.86,497.22,48000.0,Verified,2010-10-01,VA,20.3,1992-11-01,1.0,47.0,,8.0,8150.0,0.427,18.0,0.0,0.0,0,0.0,0.0,0,0,0,214.9,high_20_30,0.3125,0.12430500000000001,0.16979166666666667,0.4444444444444444,707.0,2,10.0,RENT,1,debt_consolidation
10000.0,60,13.23,228.71,41000.0,Verified,2010-10-01,MN,10.1,1993-12-01,2.0,,,3.0,10659.0,0.778,8.0,0.0,0.0,1,0.0,0.0,0,0,0,202.0,moderate_10_20,0.24390243902439024,0.06693951219512195,0.25997560975609757,0.375,757.0,3,10.0,MORTGAGE,1,other_minor
24250.0,36,11.12,795.3,140000.0,Verified,2010-09-01,CA,7.49,1998-09-01,0.0,,,10.0,40175.0,0.77,53.0,0.0,0.0,0,0.0,0.0,0,0,0,144.0,low_0_10,0.1732142857142857,0.06816857142857141,0.2869642857142857,0.18867924528301888,732.0,2,10.0,MORTGAGE,1,debt_consolidation
8250.0,60,13.23,188.69,37200.0,Source Verified,2010-09-01,NY,22.65,1994-05-01,1.0,45.0,,12.0,16058.0,0.546,29.0,0.0,0.0,0,0.0,0.0,0,0,0,196.0,high_20_30,0.2217741935483871,0.06086774193548387,0.43166666666666664,0.41379310344827586,712.0,3,5.0,RENT,1,credit_card
15000.0,36,11.49,494.57,95000.0,Verified,2010-09-01,NY,5.52,2001-03-01,0.0,,,12.0,16876.0,0.392,13.0,0.0,0.0,0,0.0,0.0,0,0,0,114.0,low_0_10,0.15789473684210525,0.062472,0.1776421052631579,0.9230769230769231,727.0,2,10.0,MORTGAGE,1,home_improvement
14700.0,60,18.67,378.67,172200.0,Verified,2010-09-01,TX,15.55,1995-04-01,2.0,,,9.0,14774.0,0.96,30.0,0.0,0.0,0,0.0,0.0,0,0,0,185.0,moderate_10_20,0.08536585365853659,0.02638815331010453,0.08579558652729384,0.3,672.0,6,0.0,RENT,1,other
25000.0,60,13.23,571.78,66000.0,Verified,2010-09-01,FL,10.22,1995-11-01,0.0,,,9.0,21064.0,0.65,30.0,0.0,0.0,0,0.0,0.0,0,0,0,178.0,moderate_10_20,0.3787878787878788,0.10396,0.31915151515151513,0.3,742.0,3,10.0,MORTGAGE,1,debt_consolidation
12000.0,36,7.88,375.38,85000.0,Verified,2010-09-01,GA,3.01,1995-06-01,3.0,38.0,,9.0,7114.0,0.165,19.0,0.0,0.0,0,0.0,0.0,0,0,0,183.0,low_0_10,0.1411764705882353,0.05299482352941176,0.08369411764705882,0.47368421052631576,737.0,1,1.0,MORTGAGE,1,wedding
12000.0,36,13.61,407.87,78000.0,Verified,2010-09-01,NJ,22.73,2002-05-01,1.0,22.0,,14.0,10751.0,0.409,27.0,0.0,0.0,1,0.0,1.0,0,0,0,100.0,high_20_30,0.15384615384615385,0.06274923076923078,0.13783333333333334,0.5185185185185185,687.0,3,6.0,MORTGAGE,1,debt_consolidation
6000.0,36,14.72,207.18,25000.0,Source Verified,2010-10-01,IL,6.1,2004-11-01,2.0,30.0,,9.0,3527.0,0.309,16.0,0.0,0.0,0,0.0,0.0,0,0,0,71.0,low_0_10,0.24,0.09944639999999999,0.14108,0.5625,667.0,3,5.0,MORTGAGE,1,small_business
5500.0,36,11.86,182.32,30000.0,Not Verified,2010-09-01,NM,5.32,2001-05-01,0.0,53.0,,8.0,4404.0,0.722,20.0,0.0,0.0,0,0.0,0.0,0,0,0,112.0,low_0_10,0.18333333333333332,0.072928,0.1468,0.4,687.0,2,2.0,RENT,0,debt_consolidation
18750.0,36,10.38,608.37,70000.0,Source Verified,2010-09-01,AK,16.58,1997-11-01,3.0,,,16.0,11923.0,0.631,32.0,0.0,0.0,0,0.0,0.0,0,0,0,154.0,moderate_10_20,0.26785714285714285,0.10429200000000001,0.17032857142857144,0.5,737.0,2,2.0,RENT,1,debt_consolidation
1700.0,36,14.72,58.7,45000.0,Not Verified,2010-09-01,MD,16.88,2005-10-01,1.0,7.0,,11.0,4786.0,0.347,12.0,0.0,0.0,0,0.0,1.0,0,0,0,59.0,moderate_10_20,0.03777777777777778,0.015653333333333335,0.10635555555555555,0.9166666666666666,662.0,3,2.0,RENT,0,moving
7200.0,60,11.49,158.32,35328.0,Source Verified,2010-09-01,CA,16.78,2003-04-01,0.0,,,11.0,5459.0,0.352,22.0,0.0,0.0,0,0.0,0.0,0,0,0,89.0,moderate_10_20,0.20380434782608695,0.05377717391304348,0.1545233242753623,0.5,717.0,2,6.0,RENT,1,debt_consolidation
3000.0,60,13.98,69.78,74400.0,Source Verified,2010-09-01,UT,1.18,1995-09-01,3.0,71.0,,6.0,1438.0,0.389,16.0,0.0,0.0,1,0.0,0.0,0,0,0,180.0,low_0_10,0.04032258064516129,0.011254838709677419,0.019327956989247313,0.375,717.0,3,10.0,OWN,1,home_improvement
10000.0,36,15.58,349.51,50784.0,Verified,2010-09-01,CA,4.4,1992-11-01,1.0,9.0,,6.0,2093.0,0.349,21.0,0.0,0.0,0,0.0,1.0,0,0,0,214.0,low_0_10,0.19691241335853812,0.08258742911153119,0.04121376811594203,0.2857142857142857,667.0,4,2.0,RENT,1,wedding
16750.0,36,10.75,546.4,44500.0,Not Verified,2010-09-01,TX,24.7,2001-02-01,0.0,,,11.0,12508.0,0.492,21.0,0.0,0.0,0,0.0,0.0,0,0,0,114.9,high_20_30,0.37640449438202245,0.1473438202247191,0.28107865168539325,0.5238095238095238,727.0,2,1.0,RENT,0,wedding
20000.0,60,20.53,535.8,93000.0,Verified,2010-09-01,WI,11.39,1998-08-01,0.0,2.0,,9.0,16044.0,0.877,25.0,0.0,0.0,1,0.0,1.0,0,0,0,145.0,moderate_10_20,0.21505376344086022,0.06913548387096774,0.17251612903225808,0.36,662.0,7,10.0,MORTGAGE,1,small_business
5000.0,36,11.12,163.98,86000.0,Not Verified,2010-09-01,NJ,21.95,1995-07-01,1.0,,,14.0,13269.0,0.542,34.0,0.0,0.0,0,0.0,0.0,0,0,0,182.0,high_20_30,0.05813953488372093,0.022880930232558137,0.1542906976744186,0.4117647058823529,702.0,2,10.0,MORTGAGE,0,debt_consolidation
7000.0,36,15.58,244.66,38000.0,Source Verified,2010-10-01,CA,2.49,2001-01-01,3.0,,,3.0,3850.0,0.962,4.0,0.0,0.0,1,0.0,0.0,0,0,0,117.0,low_0_10,0.18421052631578946,0.07726105263157895,0.1013157894736842,0.75,697.0,4,0.0,RENT,1,debt_consolidation
23500.0,36,11.12,770.7,40000.0,Not Verified,2010-09-01,KY,16.83,2002-09-01,0.0,,,6.0,6708.0,0.497,15.0,0.0,0.0,0,0.0,0.0,0,0,0,96.0,moderate_10_20,0.5875,0.23121000000000003,0.1677,0.4,727.0,2,2.0,RENT,0,debt_consolidation
2400.0,60,13.61,55.36,19200.0,Source Verified,2010-09-01,CA,23.75,2004-10-01,0.0,43.0,,5.0,1817.0,0.727,11.0,0.0,0.0,1,0.0,0.0,0,0,0,71.0,high_20_30,0.125,0.0346,0.09463541666666667,0.45454545454545453,697.0,3,0.0,RENT,1,small_business
20000.0,60,11.86,443.48,66912.0,Verified,2010-09-01,CA,7.34,1990-12-01,0.0,,,11.0,19598.0,0.484,34.0,0.0,0.0,0,0.0,0.0,0,0,0,237.0,low_0_10,0.29890004782400764,0.07953371592539456,0.2928921568627451,0.3235294117647059,737.0,2,10.0,MORTGAGE,1,debt_consolidation
3000.0,36,15.95,105.4,140000.0,Not Verified,2010-09-01,TX,8.41,1989-12-01,0.0,49.0,,6.0,9323.0,0.961,10.0,0.0,0.0,0,0.0,0.0,0,0,0,249.0,low_0_10,0.02142857142857143,0.009034285714285715,0.06659285714285715,0.6,662.0,4,2.0,MORTGAGE,0,credit_card
7000.0,36,7.14,216.59,44000.0,Not Verified,2010-09-01,AZ,10.61,1998-06-01,0.0,,,10.0,6601.0,0.471,27.0,0.0,0.0,0,0.0,0.0,0,0,0,147.0,moderate_10_20,0.1590909090909091,0.05907,0.15002272727272728,0.37037037037037035,747.0,1,2.0,RENT,0,credit_card
2500.0,36,7.88,78.21,18000.0,Source Verified,2010-09-01,MN,23.8,1994-08-01,2.0,,,5.0,11490.0,0.382,10.0,0.0,0.0,0,0.0,0.0,0,0,0,193.0,high_20_30,0.1388888888888889,0.05214,0.6383333333333333,0.5,732.0,1,3.0,RENT,1,other
13750.0,36,14.84,475.58,43200.0,Not Verified,2010-09-01,OR,21.5,1995-08-01,0.0,,,12.0,12429.0,0.749,21.0,0.0,0.0,0,0.0,0.0,0,0,0,181.0,high_20_30,0.31828703703703703,0.13210555555555556,0.28770833333333334,0.5714285714285714,677.0,4,8.0,MORTGAGE,0,small_business
4000.0,36,7.14,123.77,65200.0,Not Verified,2010-09-01,TX,5.39,1993-11-01,0.0,12.0,,7.0,5898.0,0.328,27.0,0.0,0.0,0,0.0,1.0,0,0,0,202.0,low_0_10,0.06134969325153374,0.022779754601226995,0.0904601226993865,0.25925925925925924,737.0,1,1.0,MORTGAGE,0,debt_consolidation
5000.0,36,7.88,156.41,70000.0,Not Verified,2010-09-01,NJ,16.61,1987-09-01,2.0,,,18.0,19771.0,0.451,53.0,0.0,0.0,1,0.0,0.0,0,0,0,276.0,moderate_10_20,0.07142857142857142,0.02681314285714286,0.28244285714285716,0.33962264150943394,727.0,1,10.0,MORTGAGE,0,home_improvement
8000.0,36,10.38,259.57,78000.0,Source Verified,2010-09-01,CA,2.8,1998-02-01,2.0,71.0,,15.0,5052.0,0.14,35.0,0.0,0.0,1,0.0,0.0,0,0,0,151.0,low_0_10,0.10256410256410256,0.03993384615384615,0.06476923076923077,0.42857142857142855,717.0,2,10.0,RENT,1,debt_consolidation
2800.0,36,15.21,97.36,13000.0,Verified,2010-09-01,NJ,1.57,2007-06-01,1.0,,,3.0,656.0,0.437,10.0,0.0,0.0,0,0.0,0.0,0,0,0,39.0,low_0_10,0.2153846153846154,0.08987076923076923,0.05046153846153846,0.3,687.0,4,3.0,RENT,1,car
4000.0,36,7.51,124.45,19200.0,Source Verified,2010-09-01,CA,1.63,2004-03-01,0.0,,,4.0,465.0,0.097,4.0,0.0,0.0,0,0.0,0.0,0,0,0,78.0,low_0_10,0.20833333333333334,0.07778125000000001,0.02421875,1.0,752.0,1,5.0,MORTGAGE,1,major_purchase
4500.0,36,14.84,155.65,110000.0,Verified,2010-09-01,SC,12.44,2002-12-01,0.0,21.0,,9.0,3930.0,0.246,25.0,0.0,0.0,0,0.0,1.0,0,0,0,93.0,moderate_10_20,0.04090909090909091,0.016980000000000002,0.035727272727272726,0.36,662.0,4,2.0,MORTGAGE,1,car
3000.0,36,14.35,103.05,67675.0,Source Verified,2010-09-01,MT,13.65,2001-02-01,1.0,17.0,,5.0,1257.0,0.599,14.0,0.0,0.0,0,0.0,1.0,0,0,0,114.9,moderate_10_20,0.04432951606944958,0.018272626523827114,0.018574067233099373,0.35714285714285715,672.0,3,10.0,MORTGAGE,1,medical
7000.0,60,16.45,171.91,25000.0,Source Verified,2010-09-01,OH,14.93,1997-07-01,3.0,,,9.0,5830.0,0.452,11.0,0.0,0.0,1,0.0,0.0,0,0,0,158.0,moderate_10_20,0.28,0.0825168,0.2332,0.8181818181818182,667.0,5,0.0,RENT,1,wedding
8000.0,36,7.14,247.53,83500.0,Source Verified,2010-09-01,CA,15.41,1999-01-01,1.0,72.0,,11.0,1426.0,0.119,52.0,0.0,0.0,0,0.0,0.0,0,0,0,140.0,moderate_10_20,0.09580838323353294,0.03557317365269461,0.017077844311377245,0.21153846153846154,762.0,1,1.0,MORTGAGE,1,small_business
14500.0,36,10.75,473.0,45760.0,Not Verified,2010-09-01,OK,18.51,2001-06-01,3.0,25.0,,5.0,0.0,0.0,10.0,0.0,0.0,1,0.0,0.0,0,0,0,111.0,moderate_10_20,0.3168706293706294,0.12403846153846154,0.0,0.5,742.0,2,0.0,MORTGAGE,0,small_business
